Title,Author,Lector,Book_Score,Number_of_ratings_book,Lector_Score,Number_of_ratings_lector,Duration,Original_Category,Format,Language,Publication_Date,Volume_Info,Gender,Category
Niepełka. Tom 3. Moc marzeń,Dorota Schrammek,Lena Schimscheiner,4.5,10.0,,0.0,3.65,Powieści,Audiobook,Polski,2019-06-25,Tom 3 - Niepełka,F,powieści
Kresowa opowieść. Tom I: Michał,Edward Łysiak,Maciej Więckowski,4.8,10.0,,0.0,15.22,Powieści,Audiobook,Polski,2022-10-03,Tom 1 - Kresowa opowieść,M,powieści
Leśniczanka,Klaudia Duszyńska,Jaskuła,,0.0,,0.0,8.18,Powieści,Audiobook,Polski,2022-09-21,Nie dotyczy,U,powieści
Zaklinaczki,Mariola Zaczyńska,Dudziak-Klempka,,0.0,,0.0,12.63,Powieści,Audiobook,Polski,2022-10-26,Nie dotyczy,U,powieści
Układ krążenia,Aleksander Minkowski,Wojciech Masacz,,0.0,,0.0,9.67,Powieści,Audiobook,Polski,2022-11-17,Nie dotyczy,M,powieści
Uśmiech szczęścia,Joseph Conrad,Wiktor Zborowski,,0.0,,0.0,3.92,Powieści,Audiobook,Polski,2023-02-09,Nie dotyczy,M,powieści
Manipulacja,Ireneusz Iredyński,Tomasz Urbański,,0.0,,0.0,3.15,Powieści,Audiobook,Polski,2023-04-12,Nie dotyczy,M,powieści
Bezdech,Andrzej Bart,Tomasz Ignaczak,,0.0,,0.0,3.43,Powieści,Audiobook,Polski,2022-08-25,Nie dotyczy,M,powieści
Akyrema,Krzysztof Toeplitz,Tomasz Ignaczak,,0.0,,0.0,6.95,Powieści,Audiobook,Polski,2022-10-06,Nie dotyczy,M,powieści
A jeszcze wczoraj było jutro,Arkadiusz Borowik,Tomasz Bielawiec,,0.0,,0.0,16.7,Powieści,Audiobook,Polski,2022-08-10,Nie dotyczy,M,powieści
Wszystkie nasze poplątane ścieżki,Kira Zielińska,Tomasz Bielawiec,,0.0,,0.0,14.93,Powieści,Audiobook,Polski,2024-05-29,Nie dotyczy,M,powieści
Ballada o pomylonych,Danuta Mikołajewska,Szymon Mysłakowski,,0.0,,0.0,14.97,Powieści,Audiobook,Polski,2019-07-09,Nie dotyczy,M,powieści
A potem już tylko mgła,Wacław Holewiński,Roch Siemianowski,,0.0,,0.0,10.3,Powieści,Audiobook,Polski,2024-10-30,Nie dotyczy,M,powieści
Buntowniczki,Agnieszka Gładzik,Roch Siemianowski,,0.0,,0.0,11.22,Powieści,Audiobook,Polski,2023-10-18,Nie dotyczy,M,powieści
Rok bez lata,Weronika Wierzchowska,Roch Siemianowski,,0.0,,0.0,11.47,Powieści,Audiobook,Polski,2024-01-17,Nie dotyczy,M,powieści
Wrzeciono Boga. Tom 3. Jutrznia,Andrzej Wojaczek,Roch Siemianowski,,0.0,,0.0,15.6,Powieści,Audiobook,Polski,2023-11-29,Tom 3 - Wrzeciono Boga,M,powieści
Lekkie objawy życia,Tomasz Białkowski,Roch Siemianowski,,0.0,,0.0,12.68,Powieści,Audiobook,Polski,2021-05-18,Nie dotyczy,M,powieści
Zdrady miłosne,Aleksander Minkowski,Przemysław Bargiel,,0.0,,0.0,5.92,Powieści,Audiobook,Polski,2022-09-15,Nie dotyczy,M,powieści
Pszczoły nie myją nóg,Ewa Nowak,Piotr Witkowski,,0.0,,0.0,6.95,Powieści,Audiobook,Polski,2024-04-17,Nie dotyczy,M,powieści
Plac zabaw,Marek Kochan,Piotr Borowski,,0.0,,0.0,14.38,Powieści,Audiobook,Polski,2019-04-23,Nie dotyczy,M,powieści
Zrobiłbym coś złego,Michał Chmielewski,Piotr Borowski,,0.0,,0.0,4.43,Powieści,Audiobook,Polski,2019-12-03,Nie dotyczy,M,powieści
Zmarzlina,Tomasz Białkowski,Oskar Winiarski,,0.0,,0.0,4.62,Powieści,Audiobook,Polski,2023-06-28,Nie dotyczy,M,powieści
Znieczulenie,Kamil Wala-Szymański,Michał Klawiter,,0.0,,0.0,8.35,Powieści,Audiobook,Polski,2022-10-03,Nie dotyczy,M,powieści
Jedyne wyjście,Stanisław Ignacy Witkiewicz,Michał Breitenwald,,0.0,,0.0,10.7,Powieści,Audiobook,Polski,2019-03-26,Nie dotyczy,M,powieści
Bezdomny z wyboru,Mariusz Brzezina,Mateusz Drozda,,0.0,,0.0,8.05,Powieści,Audiobook,Polski,2024-11-04,Nie dotyczy,M,powieści
Reanimacja,Danuta Mikołajewska,Maria Rybarczyk,,0.0,,0.0,22.28,Powieści,Audiobook,Polski,2019-07-23,Nie dotyczy,M,powieści
Z tej strony raju,Francis Scott Fitzgerald,Marcin Styczeń,,0.0,,0.0,9.25,Powieści,Audiobook,Polski,2023-05-26,Nie dotyczy,M,powieści
Wychowany na Marymoncie,Marcin Hawryszko,Marcin Popczyński,,0.0,,0.0,13.28,Powieści,Audiobook,Polski,2024-11-22,Nie dotyczy,M,powieści
Splot słoneczny,Tomasz Jastrun,Maciej Więckowski,,0.0,,0.0,6.38,Powieści,Audiobook,Polski,2019-01-15,Nie dotyczy,M,powieści
Requiem dla analogowego świata,Rafał Cichowski,Maciej Radel,,0.0,,0.0,11.97,Powieści,Audiobook,Polski,2022-10-17,Nie dotyczy,M,powieści
Noc Swaroga,Krzysztof Spadło,Leszek Wojtaszak,,0.0,,0.0,11.62,Powieści,Audiobook,Polski,2024-12-17,Tom 2 - Czasotorium,M,powieści
Opowieści poronione,Arkadiusz Buczek,Krzysztof Siwiński,,0.0,,0.0,2.82,Powieści,Audiobook,Polski,2021-10-05,Nie dotyczy,M,powieści
Zupa z gwoździa,Anna Onichimowska,Krzysztof Plewako-Szczerbiński,,0.0,,0.0,7.6,Powieści,Audiobook,Polski,2019-10-01,Nie dotyczy,M,powieści
Wodny tancerz,Coates Ta-Nehisi,Kowalik Maciej,,0.0,,0.0,13.65,Powieści,Audiobook,Polski,2024-02-16,Nie dotyczy,M,powieści
Po tej stronie księżyca,Paweł Jaszczuk,Konrad Biel,,0.0,,0.0,10.92,Powieści,Audiobook,Polski,2023-02-08,Nie dotyczy,M,powieści
Jowita,Zachariasz Suchodolski,Konrad Biel,,0.0,,0.0,9.22,Powieści,Audiobook,Polski,2020-06-23,Nie dotyczy,M,powieści
Tu nie ma nic,Krystian Janik,Konrad Biel,,0.0,,0.0,6.82,Powieści,Audiobook,Polski,2022-04-20,Nie dotyczy,M,powieści
Życie z kartonu,Anna Laszczka,Kamil Maria Banasiak,,0.0,,0.0,6.97,Powieści,Audiobook,Polski,2023-01-13,Nie dotyczy,M,powieści
Koniec wakacji,Janusz Domagalik,Jarosław Rodzaj,,0.0,,0.0,5.9,Powieści,Audiobook,Polski,2024-05-18,Nie dotyczy,M,powieści
Miasto Odorków,Olgerd Dziechciarz,Jarosław Rodzaj,,0.0,,0.0,6.08,Powieści,Audiobook,Polski,2021-12-31,Nie dotyczy,M,powieści
Kampania,Jacek Głębski,Janusz Zadura,,0.0,,0.0,5.2,Powieści,Audiobook,Polski,2021-03-15,Nie dotyczy,M,powieści
"Glina, a złodziej",Aneta Wybieralska,Jakub Kamieński,,0.0,,0.0,6.87,Powieści,Audiobook,Polski,2024-11-22,Nie dotyczy,M,powieści
Droga do Domu Księga I,Przemysław Żuchowski,Jacek Szreniawa,,0.0,,0.0,10.57,Powieści,Audiobook,Polski,2022-03-25,Nie dotyczy,M,powieści
Baśnie japońskie. Tom 1,Yei Ozaki,Jacek Dragun,,0.0,,0.0,7.72,Powieści,Audiobook,Polski,2024-05-29,Baśnie japońskie,M,powieści
Baśnie japońskie. Tom 2,Praca Zbiorowa,Jacek Dragun,,0.0,,0.0,5.57,Powieści,Audiobook,Polski,2024-06-05,Baśnie japońskie,M,powieści
Baśnie japońskie. Tom 3,Praca Zbiorowa,Jacek Dragun,,0.0,,0.0,8.08,Powieści,Audiobook,Polski,2024-06-12,Baśnie japońskie,M,powieści
Anegdota,Wojciech Dutka,Jacek Dragun,,0.0,,0.0,13.08,Powieści,Audiobook,Polski,2024-01-24,Nie dotyczy,M,powieści
Adam,Cezary Harasimowicz,Jacek Dragun,,0.0,,0.0,15.98,Powieści,Audiobook,Polski,2023-04-19,Nie dotyczy,M,powieści
Bieta,Cezary Harasimowicz,Jacek Dragun,,0.0,,0.0,10.37,Powieści,Audiobook,Polski,2024-09-04,Nie dotyczy,M,powieści
Mistrzostwo świata,Tomasz Białkowski,Jacek Dragun,,0.0,,0.0,6.12,Powieści,Audiobook,Polski,2021-11-09,Nie dotyczy,M,powieści
Anna oraz inne klubowe opowiastki,Sławomir Zygmunt,Jacek Dragun,,0.0,,0.0,5.48,Powieści,Audiobook,Polski,2020-10-20,Nie dotyczy,M,powieści
Gmach. Opowieści prawdopodobne i prawdziwe,Feliks Falk,Ireneusz Prochera,,0.0,,0.0,5.7,Powieści,Audiobook,Polski,2023-06-14,Nie dotyczy,M,powieści
Przebudzenie,Aleksander Minkowski,Dariusz Bilski,,0.0,,0.0,5.07,Powieści,Audiobook,Polski,2022-09-29,Nie dotyczy,M,powieści
Pan Wołodyjowski,Henryk Sienkiewicz,Daniel Olbrychski,,0.0,,0.0,28.32,Powieści,Audiobook,Polski,2024-07-26,Nie dotyczy,M,powieści
Pułapka,Paweł Szlachetko,Artur Ziajkiewicz,,0.0,,0.0,1.45,Powieści,Audiobook,Polski,2021-10-07,Nie dotyczy,M,powieści
Srebro,Marta Kładź-Kocot,Artur Ziajkiewicz,,0.0,,0.0,1.05,Powieści,Audiobook,Polski,2022-03-11,Nie dotyczy,M,powieści
Życie i przygody Wiktora Gruena,Ludwik Marian Kurnatowski,Artur Krajewski,,0.0,,0.0,3.08,Powieści,Audiobook,Polski,2020-06-29,Nie dotyczy,M,powieści
Podwójne przekleństwo,Lech Grabowski,Andrzej Hausner,,0.0,,0.0,7.92,Powieści,Audiobook,Polski,2022-10-12,Nie dotyczy,M,powieści
Niebo dla akrobaty,Jan Grzegorczyk,Andrzej Hausner,,0.0,,0.0,7.23,Powieści,Audiobook,Polski,2018-01-30,Nie dotyczy,M,powieści
Polowanie na Hitlera,Steve Matthews,Adam Bauman,,0.0,,0.0,14.73,Powieści,Audiobook,Polski,2024-02-29,Nie dotyczy,M,powieści
Na dwa głosy,Lidia Czyż,Sebastian Misiuk Anna Ryźlak,,0.0,,0.0,11.2,Powieści,Audiobook,Polski,2024-02-27,Nie dotyczy,G,powieści
Olga,Ewa Hansen,Małgorzata Gradkowska i Adrian Rozenek,,0.0,,0.0,8.98,Powieści,Audiobook,Polski,2024-11-29,Nie dotyczy,G,powieści
Miłość i zbrodnie w czasie wolnym,Dawid Kornaga,Zofia Zoń,,0.0,,0.0,11.83,Powieści,Audiobook,Polski,2023-12-22,Nie dotyczy,F,powieści
Proroczy sen. Część 2 o Luizie,Krystyna Wajda,Szymańczyk Anna,,0.0,,0.0,6.72,Powieści,Audiobook,Polski,2023-11-21,Tom 2 - O Luizie,F,powieści
Strażniczka szczęśliwych zakończeń,Barbara Davis,Patrycja Potyralska,,0.0,,0.0,15.75,Powieści,Audiobook,Polski,2024-10-09,Nie dotyczy,F,powieści
Zaczarowana chata,Roma J. Fiszer,Patrycja Potyralska,,0.0,,0.0,10.3,Powieści,Audiobook,Polski,2024-10-29,Nie dotyczy,F,powieści
Obcy ptak,Bente Pedersen,Monika Piasecka,,0.0,,0.0,8.97,Powieści,Audiobook,Polski,2024-10-15,Tom 1 - Raija ze śnieżnej krainy,F,powieści
Magiczna podróż,Kasia Bulicz-Kasprzak,Monika Chrzanowska,,0.0,,0.0,8.15,Powieści,Audiobook,Polski,2024-11-06,Nie dotyczy,F,powieści
Pasujesz tu najlepiej,Miranda July,Monika Chrzanowska,,0.0,,0.0,4.97,Powieści,Audiobook,Polski,2024-02-26,Nie dotyczy,F,powieści
"Tam, gdzie będzie lepiej",Joanna Kruszewska,Monika Chrzanowska,,0.0,,0.0,11.25,Powieści,Audiobook,Polski,2024-07-31,Nie dotyczy,F,powieści
Miłość i rękawice bokserskie,Ewa Pruchnik,Monika Chrzanowska,,0.0,,0.0,9.73,Powieści,Audiobook,Polski,2024-11-22,Nie dotyczy,F,powieści
Czulsza niż dotyk,Dominika Rosik,Marta Wardyńska,,0.0,,0.0,9.77,Powieści,Audiobook,Polski,2024-03-06,Nie dotyczy,F,powieści
Jesteś moją iskrą,Anna Purowska,Marta Markowicz,,0.0,,0.0,9.42,Powieści,Audiobook,Polski,2023-10-25,Nie dotyczy,F,powieści
Biedna pani Morris,Magda Dygat,Małgorzata Gołota,,0.0,,0.0,3.45,Powieści,Audiobook,Polski,2022-01-27,Nie dotyczy,F,powieści
Maestro,Justyna Mietlicka,Magdalena Szybińska,,0.0,,0.0,7.42,Powieści,Audiobook,Polski,2021-05-18,Nie dotyczy,F,powieści
Na imię jej siła,Eva Kovjak,Magdalena Kumorek,,0.0,,0.0,5.8,Powieści,Audiobook,Polski,2023-11-13,Nie dotyczy,F,powieści
Nie cofaj się,Marta Bielawska,Magdalena Emilianowicz,,0.0,,0.0,10.13,Powieści,Audiobook,Polski,2024-03-07,Nie dotyczy,F,powieści
Dolina marzeń. Tom 2. Odwet,Katarzyna Grochowska,Lena Schmischeiner,,0.0,,0.0,7.88,Powieści,Audiobook,Polski,2024-01-31,Tom 2 - Dolina marzeń,F,powieści
Basiula,Marzena Orczyk-Wiczkowska,Lena Schimscheiner,,0.0,,0.0,9.35,Powieści,Audiobook,Polski,2023-11-08,Nie dotyczy,F,powieści
Gniazdo sierot,Ewelina Miśkiewicz,Lena Schimscheiner,,0.0,,0.0,7.13,Powieści,Audiobook,Polski,2024-11-06,Nie dotyczy,F,powieści
Mów mi Katastrofa!,Magdalena Wala,Lena Schimscheiner,,0.0,,0.0,9.98,Powieści,Audiobook,Polski,2024-03-15,Nie dotyczy,F,powieści
Wybór Renaty,Marzena Orczyk-Wiczkowska,Lena Schimscheiner,,0.0,,0.0,9.87,Powieści,Audiobook,Polski,2024-11-27,Nie dotyczy,F,powieści
Sekrety Białej. Tom 4. Dworek,Agnieszka Panasiuk,Lena Schimscheiner,,0.0,,0.0,7.97,Powieści,Audiobook,Polski,2024-05-15,Tom 4 - Sekrety Białej,F,powieści
Miód w deszczu,Małgorzata Laska,Lena Schimscheiner,,0.0,,0.0,10.42,Powieści,Audiobook,Polski,2024-01-17,Nie dotyczy,F,powieści
Jak oddech,Małgorzata Warda,Lena Schimscheiner,,0.0,,0.0,7.83,Powieści,Audiobook,Polski,2019-09-03,Nie dotyczy,F,powieści
Królowa Paryża. Niezwykłe losy Coco Chanel,Pamela Binnings-Ewen,Laura Breszka,,0.0,,0.0,12.92,Powieści,Audiobook,Polski,2024-03-06,Nie dotyczy,F,powieści
Siedlisko gorących serc,Roma J. Fiszer,Kinga Suchan,,0.0,,0.0,11.65,Powieści,Audiobook,Polski,2020-02-14,Nie dotyczy,F,powieści
Życie jest piękne,Natalia Murawska,Kinga Miśkiewicz,,0.0,,0.0,7.55,Powieści,Audiobook,Polski,2022-10-24,Nie dotyczy,F,powieści
Przesilenie,Izabela Grabda,Katarzyna Polewany,,0.0,,0.0,8.25,Powieści,Audiobook,Polski,2024-05-17,Nie dotyczy,F,powieści
Największy skarb,Hanna Cygler,Katarzyna Kukuła,,0.0,,0.0,7.67,Powieści,Audiobook,Polski,2024-02-14,Nie dotyczy,F,powieści
Słoik w papryczkach,Katarzyna Konczarek,Katarzyna Faszczewska,,0.0,,0.0,9.55,Powieści,Audiobook,Polski,2021-01-11,Nie dotyczy,F,powieści
Dziewczyna z wyspy zapachów,Erica Bauermeister,Karolina Gibowska,,0.0,,0.0,10.25,Powieści,Audiobook,Polski,2024-07-11,Nie dotyczy,F,powieści
Karczmarka,Katarzyna Muszyńska,Karolina Brzozowska,,0.0,,0.0,8.98,Powieści,Audiobook,Polski,2023-10-25,Nie dotyczy,F,powieści
Njord,Joanna Gajewczyk,Julia Chatys,,0.0,,0.0,7.68,Powieści,Audiobook,Polski,2023-10-04,Nie dotyczy,F,powieści
Na Kociewiu. Tom 3. Już nie uciekam,Anna Sakowicz,Joanna Gajór,,0.0,,0.0,12.37,Powieści,Audiobook,Polski,2024-04-24,Tom 3 - Na Kociewiu,F,powieści
Zapiski z Annopola,Wiesława Bancarzewska,Joanna Gajór,,0.0,,0.0,12.8,Powieści,Audiobook,Polski,2018-09-04,Tom 2 - Powrót do Nałęczowa,F,powieści
El Roi,Beata Skrzypczak,Joanna Domańska,,0.0,,0.0,9.88,Powieści,Audiobook,Polski,2024-03-13,Nie dotyczy,F,powieści
Lalka z Lizbony,Iwona Słabuszewska-Krauze,Joanna Domańska,,0.0,,0.0,10.02,Powieści,Audiobook,Polski,2021-11-23,Nie dotyczy,F,powieści
Papierowe serca,Courtney Walsh,Joanna Domańska,,0.0,,0.0,10.67,Powieści,Audiobook,Polski,2024-02-14,Nie dotyczy,F,powieści
Tajemnica położnej,Emily Gunnis,Joanna Domańska,,0.0,,0.0,10.73,Powieści,Audiobook,Polski,2024-03-27,Nie dotyczy,F,powieści
Na tej samej ziemi,Katarzyna Kielecka,Joanna Domańska,,0.0,,0.0,11.57,Powieści,Audiobook,Polski,2024-11-13,Nie dotyczy,F,powieści
Córki botanika. Bliźniaczki. Tom 1. Hortensja,Urszula Gajdowska,Joanna Domańska,,0.0,,0.0,9.07,Powieści,Audiobook,Polski,2024-08-28,Tom 1 - Córki botanika. Bliźniaczki,F,powieści
"Nikt nie widział, nikt nie słyszał",Małgorzata Warda,Joanna Domańska,,0.0,,0.0,10.52,Powieści,Audiobook,Polski,2019-11-05,Nie dotyczy,F,powieści
Jak nie zostać królową. Tom 1,Katarzyna Redmerska,Joanna Domańska,,0.0,,0.0,14.45,Powieści,Audiobook,Polski,2024-11-20,Jak nie zostać królową,F,powieści
Córki botanika. Bliźniaczki. Tom 2. Hiacynta,Urszula Gajdowska,Joanna Domańska,,0.0,,0.0,8.8,Powieści,Audiobook,Polski,2024-11-06,Tom 2 - Córki botanika. Bliźniaczki,F,powieści
Przekroczyć rzekę,Anna Szepielak,Joanna Domańska,,0.0,,0.0,14.15,Powieści,Audiobook,Polski,2024-04-10,Nie dotyczy,F,powieści
Pomiędzy nami tajemnice,Katarzyna Grzebyk,Joanna Domańska,,0.0,,0.0,7.77,Powieści,Audiobook,Polski,2024-08-14,Nie dotyczy,F,powieści
Wiedźmy,Ewa Cielesz,Joanna Domańska,,0.0,,0.0,18.07,Powieści,Audiobook,Polski,2024-11-20,Nie dotyczy,F,powieści
Jak nie być spinką przy krawacie,Anna Brengos,Joanna Domańska,,0.0,,0.0,6.9,Powieści,Audiobook,Polski,2023-11-08,Nie dotyczy,F,powieści
Cypek,Mika Modrzyńska,Joanna Domańska,,0.0,,0.0,6.95,Powieści,Audiobook,Polski,2023-11-15,Nie dotyczy,F,powieści
Willa Morena 2: Samolot do Rzymu,Zbigniew Zbikowski,Joanna Domańska,,0.0,,0.0,3.98,Powieści,Audiobook,Polski,2021-04-05,Tom 2 - Willa Morena,F,powieści
Czarodziejka,Małgorzata Warda,Joanna Domańska,,0.0,,0.0,11.05,Powieści,Audiobook,Polski,2019-11-19,Nie dotyczy,F,powieści
Cecylia,Ela Downarowicz,Joanna Domańska,,0.0,,0.0,7.5,Powieści,Audiobook,Polski,2023-09-27,Nie dotyczy,F,powieści
Down by the river. Statkiem na dno,Magdalena Brzezińska,Joanna Derengowska,,0.0,,0.0,5.68,Powieści,Audiobook,Polski,2022-11-14,Nie dotyczy,F,powieści
To nie tak,Weronika Wierzchowska,Irena Lipczyńska,,0.0,,0.0,10.63,Powieści,Audiobook,Polski,2024-11-26,Nie dotyczy,F,powieści
5 sekund do Io,Małgorzata Warda,Ilona Chojnowska,,0.0,,0.0,10.23,Powieści,Audiobook,Polski,2019-05-28,Nie dotyczy,F,powieści
1200 gramów szczęścia,Marta Maciejewska,Ilona Chojnowska,,0.0,,0.0,11.6,Powieści,Audiobook,Polski,2022-08-24,Nie dotyczy,F,powieści
Miłość jest podróżą,Bogna Ziembicka,Ilona Chojnowska,,0.0,,0.0,7.13,Powieści,Audiobook,Polski,2023-09-27,Nie dotyczy,F,powieści
5 sekund do Io. Rebeliantka,Małgorzata Warda,Ilona Chojnowska,,0.0,,0.0,10.0,Powieści,Audiobook,Polski,2019-08-20,Nie dotyczy,F,powieści
Pożegnanie z ojczyzną,Renata Czarnecka,Ilona Chojnowska,,0.0,,0.0,11.37,Powieści,Audiobook,Polski,2024-10-30,Nie dotyczy,F,powieści
Obca kobieta,Katarzyna Kielecka,Ilona Chojnowska,,0.0,,0.0,9.83,Powieści,Audiobook,Polski,2024-10-16,Nie dotyczy,F,powieści
"O, Ida!",Ada Kussowska,Ilona Chojnowska,,0.0,,0.0,10.03,Powieści,Audiobook,Polski,2024-11-20,Nie dotyczy,F,powieści
Dwie głowy anioła,Hanna Cygler,Hanna Kinder-Kiss,,0.0,,0.0,11.92,Powieści,Audiobook,Polski,2018-07-24,Nie dotyczy,F,powieści
Dziewczynka z kieliszkami,Grażyna Wiśniewska,Grażyna Barszczewska,,0.0,,0.0,7.22,Powieści,Audiobook,Polski,2021-08-11,Nie dotyczy,F,powieści
Toast za Gruzję,Anna Pilip,Gabriela Jaskuła,,0.0,,0.0,13.25,Powieści,Audiobook,Polski,2022-05-25,Nie dotyczy,F,powieści
Klub Porzuconych Narzeczonych,Joanna Nowak,Gabriela Jaskuła,,0.0,,0.0,9.9,Powieści,Audiobook,Polski,2023-07-12,Nie dotyczy,F,powieści
Klub Porzuconych Narzeczonych 2,Joanna Nowak,Gabriela Jaskuła,,0.0,,0.0,10.2,Powieści,Audiobook,Polski,2023-07-26,Nie dotyczy,F,powieści
Klub Porzuconych Narzeczonych 3,Joanna Nowak,Gabriela Jaskuła,,0.0,,0.0,10.12,Powieści,Audiobook,Polski,2023-08-02,Nie dotyczy,F,powieści
Dogonić miłość,Anna Sakowicz,Gabriela Całun,,0.0,,0.0,9.77,Powieści,Audiobook,Polski,2019-09-25,Nie dotyczy,F,powieści
Czterdziestu na górze,Aleksander Minkowski,Ewa Sobczak,,0.0,,0.0,7.83,Powieści,Audiobook,Polski,2022-08-18,Nie dotyczy,F,powieści
Owoc żywota twego,Ewa Ostrowska,Ewa Abart,,0.0,,0.0,11.32,Powieści,Audiobook,Polski,2024-03-19,Nie dotyczy,F,powieści
Lekcje seksu doktora Alzheimera,Radosław Piwowarski,Ewa Abart,,0.0,,0.0,9.7,Powieści,Audiobook,Polski,2024-04-26,Nie dotyczy,F,powieści
Nigdy nie będę wyższa,Agnieszka Dydycz,Elżbieta Kijowska,,0.0,,0.0,12.65,Powieści,Audiobook,Polski,2023-04-12,Nie dotyczy,F,powieści
"Druga szansa, czasem trzecia",Hanna Bilińska-Stecyszyn,Elżbieta Kijowska,,0.0,,0.0,14.8,Powieści,Audiobook,Polski,2023-08-09,Nie dotyczy,F,powieści
I będzie inaczej,Liliana Fabisińska,Elżbieta Kijowska,,0.0,,0.0,10.88,Powieści,Audiobook,Polski,2024-04-17,Nie dotyczy,F,powieści
Serce nie siwieje,Hanna Bilińska-Stecyszyn,Elżbieta Kijowska,,0.0,,0.0,9.72,Powieści,Audiobook,Polski,2024-09-25,Nie dotyczy,F,powieści
Jesienne liście,Andrzej Paczkowski,Elżbieta Kijowska,,0.0,,0.0,9.75,Powieści,Audiobook,Polski,2023-10-18,Nie dotyczy,F,powieści
Anemony,Elżbieta Wojnarowska,Elżbieta Kijowska,,0.0,,0.0,15.58,Powieści,Audiobook,Polski,2020-08-25,Nie dotyczy,F,powieści
Diabły,Elżbieta Wojnarowska,Elżbieta Kijowska,,0.0,,0.0,13.75,Powieści,Audiobook,Polski,2020-09-08,Nie dotyczy,F,powieści
Eko. Ekomąż,Michal Viewegh,Elżbieta Kijowska,,0.0,,0.0,5.15,Powieści,Audiobook,Polski,2021-07-27,Tom 2 - eko,F,powieści
Odmiana przez przypadki,Hanna Cygler,Elżbieta Kijowska,,0.0,,0.0,12.95,Powieści,Audiobook,Polski,2018-09-18,Tom 4 - Zosia Knyszewska,F,powieści
Świat Zosi,Aleksandra Pałka,Dominika Kluźniak,,0.0,,0.0,4.07,Powieści,Audiobook,Polski,2023-05-31,Nie dotyczy,F,powieści
Weranda pachnąca lipami,Aga Sotor,Diana Giurow,,0.0,,0.0,7.42,Powieści,Audiobook,Polski,2024-06-26,Nie dotyczy,F,powieści
Bez pożegnania. Tom 3. Koło graniaste,Barbara Rybałtowska,Barbara Rybałtowska,,0.0,,0.0,12.33,Powieści,Audiobook,Polski,2018-03-27,Tom 3 - Bez pożegnania,F,powieści
Magia przeznaczenia,Barbara Rybałtowska,Barbara Rybałtowska,,0.0,,0.0,13.9,Powieści,Audiobook,Polski,2018-10-16,Nie dotyczy,F,powieści
Przypadek sprawił,Barbara Rybałtowska,Barbara Rybałtowska,,0.0,,0.0,8.28,Powieści,Audiobook,Polski,2018-07-10,Nie dotyczy,F,powieści
Żyć szybko,Brigitte Giraud,Anna Szawiel,,0.0,,0.0,3.5,Powieści,Audiobook,Polski,2024-02-28,Nie dotyczy,F,powieści
Wszystkie moje sekrety,Weronika Czaplarska,Anna Rusiecka,,0.0,,0.0,12.85,Powieści,Audiobook,Polski,2022-11-15,Nie dotyczy,F,powieści
Czerwony kalendarz,Sylvia Markiewicz,Anna Mrozowska,,0.0,,0.0,7.6,Powieści,Audiobook,Polski,2021-05-10,Nie dotyczy,F,powieści
Kiedy się pojawiłeś...,Anna Matusiak-Rześniowiecka,Anna Matusiak-Rześniowiecka,,0.0,,0.0,7.2,Powieści,Audiobook,Polski,2022-01-12,Nie dotyczy,F,powieści
Wymazać z pamięci,Joanna Zając,Anna Krypczyk,,0.0,,0.0,8.4,Powieści,Audiobook,Polski,2023-04-26,Nie dotyczy,F,powieści
Grecka mozaika,Hanna Cygler,Anna Krypczyk,,0.0,,0.0,11.0,Powieści,Audiobook,Polski,2024-05-08,Nie dotyczy,F,powieści
Miasto z lodu,Małgorzata Warda,Anna Krypczyk,,0.0,,0.0,8.97,Powieści,Audiobook,Polski,2019-10-15,Nie dotyczy,F,powieści
Córki botanika. Zielarki. Tom 1. Jaśmina,Urszula Gajdowska,Anna Krypczyk,,0.0,,0.0,9.77,Powieści,Audiobook,Polski,2024-11-20,Tom 1 - Córki botanika. Zielarki,F,powieści
Za zasłoną milczenia,Żaneta Pawlik,Anna Krypczyk,,0.0,,0.0,10.82,Powieści,Audiobook,Polski,2024-09-25,Nie dotyczy,F,powieści
Córki botanika. Zielarki. Tom 2. Rozalia,Urszula Gajdowska,Anna Krypczyk,,0.0,,0.0,9.37,Powieści,Audiobook,Polski,2024-11-27,Tom 2 - Córki botanika. Zielarki,F,powieści
